X,Y,objectid,ncessch,leaid,name,opstfips,street,city,state,zip,stfip,cnty,nmcnty,locale,lat,lon,cbsa,nmcbsa,cbsatype,csa,nmcsa,necta,nmnecta,cd,sldl,sldu,schoolyear
-87.110205362,39.2785074190001,282,180084000156,1800840,Clay City Elementary School,18,681 N Lankford St,Clay City,IN,47841,18,18021,Clay County,42,39.2785,-87.1102,45460,"Terre Haute, IN",1,N,N,N,N,1808,18046,18039,2021-2022
-87.109705361,39.2794074190001,283,180084000157,1800840,Clay City Jr-Sr High School,18,601 Lankford St,Clay City,IN,47841,18,18021,Clay County,42,39.2794,-87.1097,45460,"Terre Haute, IN",1,N,N,N,N,1808,18046,18039,2021-2022
-87.1142053839999,39.527107464,284,180084000158,1800840,East Side Elementary School,18,936 E National,Brazil,IN,47834,18,18021,Clay County,23,39.5271,-87.1142,45460,"Terre Haute, IN",1,N,N,N,N,1808,18042,18038,2021-2022
-87.118405383,39.515907461,285,180084000159,1800840,Forest Park Elementary School,18,800 S Alabama St,Brazil,IN,47834,18,18021,Clay County,41,39.5159,-87.1184,45460,"Terre Haute, IN",1,N,N,N,N,1808,18044,18038,2021-2022
-87.074105367,39.4737074560001,286,180084000160,1800840,Jackson Township Elementary School,18,1860 E CR 600 N,Brazil,IN,47834,18,18021,Clay County,41,39.4737,-87.0741,45460,"Terre Haute, IN",1,N,N,N,N,1808,18044,18038,2021-2022
-87.130205388,39.525807463,287,180084000161,1800840,Meridian Street Elementary School,18,410 N Meridian,Brazil,IN,47834,18,18021,Clay County,23,39.5258,-87.1302,45460,"Terre Haute, IN",1,N,N,N,N,1808,18042,18038,2021-2022
-87.1864054009999,39.489707454,288,180084000162,1800840,Staunton Elementary School,18,6990 N CR 425 W,Brazil,IN,47834,18,18021,Clay County,41,39.4897,-87.1864,45460,"Terre Haute, IN",1,N,N,N,N,1808,18042,18038,2021-2022
-87.0676053729999,39.561407472,289,180084000164,1800840,Van Buren Elementary School,18,2075 E CR 1200 N,Brazil,IN,47834,18,18021,Clay County,41,39.5614,-87.0676,45460,"Terre Haute, IN",1,N,N,N,N,1808,18044,18038,2021-2022
-87.170109399,39.515895459,290,180084000165,1800840,North Clay Middle School,18,3450 W SR 340,Brazil,IN,47834,18,18021,Clay County,41,39.515888,-87.170104,45460,"Terre Haute, IN",1,N,N,N,N,1808,18042,18038,2021-2022
-86.153905271,41.4447078590001,291,180090000166,1800900,Bremen Elementary/Middle School,18,700 W South St,Bremen,IN,46506,18,18099,Marshall County,32,41.4447,-86.1539,38500,"Plymouth, IN",2,515,"South Bend-Elkhart-Mishawaka, IN-MI",N,N,1802,18017,18009,2021-2022
-86.15270527,41.443707858,292,180090000168,1800900,Bremen Senior High School,18,511 W Grant St,Bremen,IN,46506,18,18099,Marshall County,32,41.4437,-86.1527,38500,"Plymouth, IN",2,515,"South Bend-Elkhart-Mishawaka, IN-MI",N,N,1802,18017,18009,2021-2022
-86.244105103,39.2044074470001,293,180096000169,1800960,Brown County High School,18,235 School House Lane,Nashville,IN,47448,18,18013,Brown County,42,39.2044,-86.2441,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18065,18044,2021-2022
-86.2890051209999,39.2721074580001,294,180096000170,1800960,Helmsburg Elementary School,18,5378 N Helmsburg School Rd,Morgantown,IN,46160,18,18013,Brown County,42,39.2721,-86.289,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18065,18044,2021-2022
-86.184405092,39.2826074650001,295,180096000172,1800960,Sprunica Elementary School,18,3611 Sprunica Rd,Nineveh,IN,46164,18,18013,Brown County,42,39.2826,-86.1844,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18065,18044,2021-2022
-86.1608050729999,39.136207439,296,180096000173,1800960,Van Buren Elementary School,18,4045 State Road 135 South,Nashville,IN,47448,18,18013,Brown County,42,39.1362,-86.1608,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18065,18044,2021-2022
-86.245505104,39.203307448,297,180096002190,1800960,Brown County Middle School,18,95 S Schoolhouse Ln,Nashville,IN,47448,18,18013,Brown County,42,39.2033,-86.2455,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18065,18044,2021-2022
-86.245105103,39.203307448,298,180096002556,1800960,Brown County Intermediate School,18,260 School House Ln,Nashville,IN,47448,18,18013,Brown County,42,39.2033,-86.2451,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18065,18044,2021-2022
-86.390086197,39.827815555,299,180102000045,1801020,Eagle Elementary School,18,555 Sycamore,Brownsburg,IN,46112,18,18063,Hendricks County,21,39.827808,-86.390081,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1804,18028,18024,2021-2022
-86.3884251969999,39.8302095560001,300,180102000176,1801020,Brownsburg High School,18,1000 S Odell St,Brownsburg,IN,46112,18,18063,Hendricks County,21,39.830202,-86.38842,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1804,18028,18024,2021-2022
-86.385516195,39.820024554,301,180102000178,1801020,Brownsburg West Middle School,18,1555 S Odell St,Brownsburg,IN,46112,18,18063,Hendricks County,21,39.820017,-86.385511,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1804,18040,18024,2021-2022
-86.389858197,39.837256557,302,180102000994,1801020,Brown Elementary School,18,340 Stadium Dr,Brownsburg,IN,46112,18,18063,Hendricks County,21,39.837249,-86.389853,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1804,18028,18024,2021-2022
-86.383827195,39.817253554,303,180102001567,1801020,Delaware Trail Elementary School,18,3680 S Hornaday Rd,Brownsburg,IN,46112,18,18063,Hendricks County,21,39.817246,-86.383822,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1804,18040,18024,2021-2022
-86.383884194,39.8154235540001,304,180102001570,1801020,Cardinal Elementary School,18,3590 S Hornaday Rd,Brownsburg,IN,46112,18,18063,Hendricks County,21,39.815416,-86.383879,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1804,18040,18024,2021-2022
-86.388103196,39.823114554,305,180102001671,1801020,White Lick Elementary School,18,1400 S Odell St,Brownsburg,IN,46112,18,18063,Hendricks County,21,39.823107,-86.388098,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1804,18028,18024,2021-2022
-86.3748721919999,39.823355555,306,180102002086,1801020,Brownsburg East Middle School,18,1250 E Airport Rd,Brownsburg,IN,46112,18,18063,Hendricks County,21,39.823348,-86.374867,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1804,18040,18024,2021-2022
-86.374952193,39.8337835570001,307,180102002430,1801020,Reagan Elementary School,18,4845 Bulldog Way,Brownsburg,IN,46112,18,18063,Hendricks County,21,39.833776,-86.374947,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1804,18040,18024,2021-2022
-86.389805198,39.838657557,308,180102002562,1801020,Brownsburg Early Childhood Center,18,111 Eastern Ave,Brownsburg,IN,46112,18,18063,Hendricks County,21,39.83865,-86.3898,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1804,18028,18024,2021-2022
-86.3757241929999,39.8321885570001,309,180102002626,1801020,Lincoln Elementary School,18,4807 Bulldog Way,Brownsburg,IN,46112,18,18063,Hendricks County,21,39.832181,-86.375719,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1804,18040,18024,2021-2022
-86.04580502,38.8860073970001,310,180105000180,1801050,Brownstown Central High School,18,500 N Elm St,Brownstown,IN,47220,18,18071,Jackson County,32,38.886,-86.0458,42980,"Seymour, IN",2,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18069,18044,2021-2022
-86.04810502,38.880907397,311,180105000181,1801050,Brownstown Central Middle School,18,520 W Walnut St,Brownstown,IN,47220,18,18071,Jackson County,32,38.8809,-86.0481,42980,"Seymour, IN",2,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18069,18044,2021-2022
-86.0400050169999,38.8723073960001,312,180105000182,1801050,Brownstown Elementary School,18,612 S Base Rd,Brownstown,IN,47220,18,18071,Jackson County,32,38.8723,-86.04,42980,"Seymour, IN",2,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18069,18044,2021-2022
-85.541804945,39.792607591,313,180106000189,1801060,Knightstown High School,18,8149 W US Hwy 40,Knightstown,IN,46148,18,18065,Henry County,41,39.7926,-85.5418,35220,"New Castle, IN",2,294,"Indianapolis-Carmel-Muncie, IN",N,N,1806,18054,18042,2021-2022
-85.520504939,39.8050075950001,314,180106002012,1801060,Knightstown Intermediate School,18,1 Panther Trl,Knightstown,IN,46148,18,18065,Henry County,32,39.805,-85.5205,35220,"New Castle, IN",2,294,"Indianapolis-Carmel-Muncie, IN",N,N,1806,18054,18042,2021-2022
-85.531004943,39.8078075940001,315,180106002290,1801060,Knightstown Elementary School,18,8632 S SR 109,Knightstown,IN,46148,18,18065,Henry County,41,39.8078,-85.531,35220,"New Castle, IN",2,294,"Indianapolis-Carmel-Muncie, IN",N,N,1806,18054,18042,2021-2022
-86.7438011469999,37.910302179,316,180117000191,1801170,Cannelton Elementary & High School,18,109 S 3rd Street,Cannelton,IN,47520,18,18123,Perry County,32,37.910295,-86.743796,N,N,0,N,N,N,N,1808,18074,18047,2021-2022
-86.1729051459999,39.9865075960001,317,180120000036,1801200,Smoky Row Elementary School,18,900 W 136th St,Carmel,IN,46032,18,18057,Hamilton County,13,39.9865,-86.1729,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18029,2021-2022
-86.12120513,39.9753075960001,318,180120000192,1801200,Carmel Elementary School,18,101 4th Ave SE,Carmel,IN,46032,18,18057,Hamilton County,13,39.9753,-86.1212,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18029,2021-2022
-86.1199051309999,39.9797075970001,319,180120000193,1801200,Carmel High School,18,520 E Main St,Carmel,IN,46032,18,18057,Hamilton County,13,39.9797,-86.1199,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18020,2021-2022
-86.1425051369999,39.974707595,320,180120000194,1801200,Carmel Middle School,18,300 S Guilford Rd,Carmel,IN,46032,18,18057,Hamilton County,13,39.9747,-86.1425,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18029,2021-2022
-86.082405119,39.9727075980001,321,180120000195,1801200,Clay Middle School,18,5150 E 126th St,Carmel,IN,46033,18,18057,Hamilton County,13,39.9727,-86.0824,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18020,2021-2022
-86.219705158,39.965507589,322,180120000196,1801200,College Wood Elementary School,18,12415 Shelborne Rd,Carmel,IN,46032,18,18057,Hamilton County,13,39.9655,-86.2197,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18024,18029,2021-2022
-86.100205124,39.9721075960001,323,180120000198,1801200,Mohawk Trails Elementary School,18,4242 E 126th St,Carmel,IN,46033,18,18057,Hamilton County,13,39.9721,-86.1002,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18030,2021-2022
-86.0967051219999,39.9558075940001,324,180120000200,1801200,Woodbrook Elementary School,18,4311 E 116th St,Carmel,IN,46033,18,18057,Hamilton County,13,39.9558,-86.0967,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18030,2021-2022
-86.04710511,39.9892076030001,325,180120000991,1801200,Prairie Trace Elementary School,18,14200 N River Rd,Carmel,IN,46033,18,18057,Hamilton County,13,39.9892,-86.0471,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18020,2021-2022
-86.204605153,39.9459075870001,326,180120001405,1801200,Towne Meadow Elementary School,18,10850 Towne Rd,Carmel,IN,46032,18,18057,Hamilton County,13,39.9459,-86.2046,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18024,18029,2021-2022
-86.220005159,39.9685075900001,327,180120002083,1801200,Creekside Middle School,18,3525 W 126th St,Carmel,IN,46032,18,18057,Hamilton County,13,39.9685,-86.22,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18024,18029,2021-2022
-86.110105125,39.9442075910001,328,180120002101,1801200,Forest Dale Elementary School,18,10721 Lakeshore Dr W,Carmel,IN,46033,18,18057,Hamilton County,13,39.9442,-86.1101,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18030,2021-2022
-86.214705158,39.96750759,329,180120002185,1801200,West Clay Elementary School,18,3495 W 126 St,Carmel,IN,46032,18,18057,Hamilton County,13,39.9675,-86.2147,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18024,18029,2021-2022
-86.1337051309999,39.939207588,330,180120002267,1801200,Orchard Park Elementary School,18,10404 Orchard Park S Dr,Indianapolis,IN,46280,18,18057,Hamilton County,13,39.9392,-86.1337,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18030,2021-2022
-86.072305118,39.990507601,331,180120002332,1801200,Cherry Tree Elementary School,18,13989 Hazel Dell Parkway,Carmel,IN,46033,18,18057,Hamilton County,13,39.9905,-86.0723,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18020,2021-2022
-86.177250145,39.9620665910001,332,180120002721,1801200,Clay Center Elementary School,18,12025 Clay Center Rd,Carmel,IN,46032,18,18057,Hamilton County,13,39.962059,-86.177245,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1805,18039,18029,2021-2022
-86.172405052,38.82480738,333,180123000201,1801230,Medora Jr & Sr High School,18,82 S George,Medora,IN,47260,18,18071,Jackson County,42,38.8248,-86.1724,42980,"Seymour, IN",2,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18073,18044,2021-2022
-86.172405052,38.8245073800001,334,180123002268,1801230,Medora STEM Academy,18,82 S George,Medora,IN,47260,18,18071,Jackson County,42,38.8245,-86.1724,42980,"Seymour, IN",2,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18073,18044,2021-2022
-86.480626286,40.5459346810001,335,180129000203,1801290,Carroll Senior High School,18,2362 E SR 18,Flora,IN,46929,18,18015,Carroll County,42,40.545927,-86.480621,29200,"Lafayette-West Lafayette, IN",1,320,"Lafayette-West Lafayette-Frankfort, IN",N,N,1804,18038,18018,2021-2022
-86.481005286,40.5441076810001,336,180129002103,1801290,Carroll Elementary School,18,105 S 225 E,Flora,IN,46929,18,18015,Carroll County,42,40.5441,-86.481,29200,"Lafayette-West Lafayette, IN",1,320,"Lafayette-West Lafayette-Frankfort, IN",N,N,1804,18038,18018,2021-2022
-86.480626286,40.5459346810001,337,180129002573,1801290,Carroll Junior High School,18,2362 E SR 18,Flora,IN,46929,18,18015,Carroll County,42,40.545927,-86.480621,29200,"Lafayette-West Lafayette, IN",1,320,"Lafayette-West Lafayette-Frankfort, IN",N,N,1804,18038,18018,2021-2022
-86.28280626,40.9117867570001,338,180141000206,1801410,Caston Elementary School,18,9815 SR 25 S,Fulton,IN,46931,18,18049,Fulton County,42,40.911779,-86.282801,N,N,0,N,N,N,N,1802,18023,18018,2021-2022
-86.28280626,40.9117867570001,339,180141000207,1801410,Caston Jr-Sr High School,18,SR 25 S,Fulton,IN,46931,18,18049,Fulton County,42,40.911779,-86.282801,N,N,0,N,N,N,N,1802,18023,18018,2021-2022
-86.194305119,39.57960752,340,180144000208,1801440,Center Grove Elementary School,18,2455 S Morgantown Rd,Greenwood,IN,46143,18,18081,Johnson County,21,39.5796,-86.1943,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18047,18037,2021-2022
-86.195205119,39.576207519,341,180144000209,1801440,Center Grove High School,18,2717 S Morgantown Rd,Greenwood,IN,46143,18,18081,Johnson County,21,39.5762,-86.1952,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18047,18037,2021-2022
-86.195405119,39.5779075190001,342,180144000210,1801440,Center Grove Middle School Central,18,4900 Stones Crossing,Greenwood,IN,46143,18,18081,Johnson County,21,39.5779,-86.1954,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18047,18037,2021-2022
-86.163805113,39.621307529,343,180144000211,1801440,North Grove Elementary School,18,3280 W Fairview Rd,Greenwood,IN,46142,18,18081,Johnson County,21,39.6213,-86.1638,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18093,18037,2021-2022
-86.1805051169999,39.6044075250001,344,180144000662,1801440,Sugar Grove Elementary School,18,4135 W Smith Valley Rd,Greenwood,IN,46142,18,18081,Johnson County,21,39.6044,-86.1805,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18093,18037,2021-2022
-86.199105123,39.615307526,345,180144001912,1801440,Center Grove Middle School North,18,202 N Morgantown Rd,Greenwood,IN,46142,18,18081,Johnson County,21,39.6153,-86.1991,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18093,18037,2021-2022
-86.170005109,39.5451075140001,346,180144002105,1801440,Maple Grove Elementary School,18,3623 W Whiteland Rd,Bargersville,IN,46106,18,18081,Johnson County,41,39.5451,-86.17,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18047,18037,2021-2022
-86.1992051239999,39.6188075270001,347,180144002333,1801440,Pleasant Grove Elementary School,18,5199 W Fairview Rd,Greenwood,IN,46142,18,18081,Johnson County,21,39.6188,-86.1992,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18093,18037,2021-2022
-86.1896391129999,39.5307255110001,348,180144002677,1801440,Walnut Grove Elementary School,18,4079 North Morgantown Rd,Bargersville,IN,46106,18,18081,Johnson County,41,39.530718,-86.189634,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18047,18037,2021-2022
-86.099905092,39.589507526,349,180147002269,1801470,Central Nine Career Center,18,1999 US Highway 31 South,Greenwood,IN,46143,18,18081,Johnson County,21,39.5895,-86.0999,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18058,18041,2021-2022
-84.998704786,39.8141076210001,350,180156000215,1801560,Centerville-Abington Elem School,18,200-300 W South St,Centerville,IN,47330,18,18177,Wayne County,32,39.8141,-84.9987,39980,"Richmond, IN",2,458,"Richmond-Connersville, IN",N,N,1806,18056,18027,2021-2022
-85.0009417859999,39.811838622,351,180156000216,1801560,Centerville-Abington Jr High Sch,18,509 Willow Grove Rd,Centerville,IN,47330,18,18177,Wayne County,32,39.811831,-85.000937,39980,"Richmond, IN",2,458,"Richmond-Connersville, IN",N,N,1806,18056,18027,2021-2022
-85.000798786,39.8124846220001,352,180156000217,1801560,Centerville Sr High School,18,507 Willow Grove Rd,Centerville,IN,47330,18,18177,Wayne County,32,39.812477,-85.000794,39980,"Richmond, IN",2,458,"Richmond-Connersville, IN",N,N,1806,18056,18027,2021-2022
-84.956512773,39.8136956230001,353,180156000218,1801560,Rose Hamilton Elementary School,18,1281 Round Barn Rd S,Centerville,IN,47330,18,18177,Wayne County,32,39.813688,-84.956508,39980,"Richmond, IN",2,458,"Richmond-Connersville, IN",N,N,1806,18056,18027,2021-2022
-85.040404934,41.406707909,354,180159000220,1801590,DeKalb High School,18,3424 CR 427,Waterloo,IN,46793,18,18033,DeKalb County,31,41.4067,-85.0404,12140,"Auburn, IN",2,258,"Fort Wayne-Huntington-Auburn, IN",N,N,1803,18052,18014,2021-2022
-85.0387049349999,41.4093079100001,355,180159000221,1801590,DeKalb Middle School,18,3338 CR 427,Waterloo,IN,46793,18,18033,DeKalb County,31,41.4093,-85.0387,12140,"Auburn, IN",2,258,"Fort Wayne-Huntington-Auburn, IN",N,N,1803,18052,18014,2021-2022
-85.043404933,41.3721079040001,356,180159000222,1801590,James R Watson Elementary School,18,901 Eckhart Ave,Auburn,IN,46706,18,18033,DeKalb County,31,41.3721,-85.0434,12140,"Auburn, IN",2,258,"Fort Wayne-Huntington-Auburn, IN",N,N,1803,18052,18014,2021-2022
-85.060576937,41.3635089000001,357,180159000225,1801590,McKenney-Harrison Elementary Sch,18,400 South Indiana Ave,Auburn,IN,46706,18,18033,DeKalb County,31,41.363501,-85.060572,12140,"Auburn, IN",2,258,"Fort Wayne-Huntington-Auburn, IN",N,N,1803,18052,18014,2021-2022
-85.0163049289999,41.429307914,358,180159000226,1801590,Waterloo Elementary School,18,300 E Douglas St,Waterloo,IN,46793,18,18033,DeKalb County,31,41.4293,-85.0163,12140,"Auburn, IN",2,258,"Fort Wayne-Huntington-Auburn, IN",N,N,1803,18052,18014,2021-2022
-85.078804953,41.4889079220001,359,180159000847,1801590,Country Meadow Elementary School,18,2410 CR 10,Ashley,IN,46705,18,18033,DeKalb County,42,41.4889,-85.0788,12140,"Auburn, IN",2,258,"Fort Wayne-Huntington-Auburn, IN",N,N,1803,18052,18014,2021-2022
-85.418205047,41.396707888,360,180171000228,1801710,Central Noble Elementary School,18,202 Cougar Ct,Albion,IN,46701,18,18113,Noble County,42,41.3967,-85.4182,28340,"Kendallville, IN",2,258,"Fort Wayne-Huntington-Auburn, IN",N,N,1803,18082,18013,2021-2022
-85.418105047,41.3982078880001,361,180171000230,1801710,Central Noble Junior Senior HS,18,302 Cougar Ct,Albion,IN,46701,18,18113,Noble County,42,41.3982,-85.4181,28340,"Kendallville, IN",2,258,"Fort Wayne-Huntington-Auburn, IN",N,N,1803,18082,18013,2021-2022
-85.493005064,41.3353078740001,362,180171000231,1801710,Central Noble Primary School,18,1283 S Main St,Wolf Lake,IN,46796,18,18113,Noble County,42,41.3353,-85.493,28340,"Kendallville, IN",2,258,"Fort Wayne-Huntington-Auburn, IN",N,N,1803,18082,18013,2021-2022
-86.604905122,38.111707225,363,180174000232,1801740,Perry Central Elementary School,18,18677 Old SR 37,Leopold,IN,47551,18,18123,Perry County,43,38.1117,-86.6049,N,N,0,N,N,N,N,1808,18074,18047,2021-2022
-86.603205121,38.1114072240001,364,180174000234,1801740,Perry Central Jr-Sr High School,18,18677 Old SR 37,Leopold,IN,47551,18,18123,Perry County,43,38.1114,-86.6032,N,N,0,N,N,N,N,1808,18074,18047,2021-2022
-84.9748468079999,40.180920691,365,180177000235,1801770,Lee L Driver Middle School,18,700 North Union Street,Winchester,IN,47394,18,18135,Randolph County,32,40.180913,-84.974842,N,N,0,N,N,N,N,1806,18033,18027,2021-2022
-84.9755048069999,40.1663076880001,366,180177000236,1801770,O R Baker Elementary School,18,600 S Oak St,Winchester,IN,47394,18,18135,Randolph County,32,40.1663,-84.9755,N,N,0,N,N,N,N,1806,18033,18027,2021-2022
-84.989204812,40.1699076880001,367,180177000241,1801770,Willard Elementary School,18,615 W South St,Winchester,IN,47394,18,18135,Randolph County,32,40.1699,-84.9892,N,N,0,N,N,N,N,1806,18033,18027,2021-2022
-84.974804808,40.1809076910001,368,180177000242,1801770,Winchester Community High School,18,700 Union St,Winchester,IN,47394,18,18135,Randolph County,32,40.1809,-84.9748,N,N,0,N,N,N,N,1806,18033,18027,2021-2022
-84.9811048179999,40.2771077080001,369,180177002191,1801770,Deerfield Elementary School,18,213 W SR 28,Ridgeville,IN,47380,18,18135,Randolph County,42,40.2771,-84.9811,N,N,0,N,N,N,N,1806,18033,18027,2021-2022
-86.1028050909999,39.5633075210001,370,180189000243,1801890,Break-O-Day Elementary School,18,900 Sawmill Rd,New Whiteland,IN,46184,18,18081,Johnson County,21,39.5633,-86.1028,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18058,18041,2021-2022
-85.99460506,39.5829075300001,371,180189000244,1801890,Clark Elementary School,18,CR 700 N & 575 E,Franklin,IN,46131,18,18081,Johnson County,41,39.5829,-85.9946,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18058,18041,2021-2022
-86.086005085,39.55440752,372,180189000245,1801890,Clark Pleasant Middle School,18,1354 E Worthsville Road,Greenwood,IN,46143,18,18081,Johnson County,21,39.5544,-86.086,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18058,18041,2021-2022
-86.084105084,39.5513075200001,373,180189000246,1801890,Whiteland Community High School,18,300 Main St,Whiteland,IN,46184,18,18081,Johnson County,21,39.5513,-86.0841,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18058,18041,2021-2022
-86.0807050829999,39.55210752,374,180189000247,1801890,Whiteland Elementary School,18,120 Center St,Whiteland,IN,46184,18,18081,Johnson County,21,39.5521,-86.0807,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18058,18041,2021-2022
-86.10250509,39.559607521,375,180189001028,1801890,Sawmill Woods Elementary School,18,700 Sawmill Rd,New Whiteland,IN,46184,18,18081,Johnson County,21,39.5596,-86.1025,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18058,18041,2021-2022
-86.076405085,39.588807527,376,180189002094,1801890,Grassy Creek Elementary School,18,2111 Sheek Rd,Greenwood,IN,46143,18,18081,Johnson County,21,39.5888,-86.0764,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18058,18041,2021-2022
-86.1276050989999,39.576107522,377,180189002411,1801890,Pleasant Crossing Elementary,18,3030 N 125 W,Whiteland,IN,46184,18,18081,Johnson County,41,39.5761,-86.1276,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18058,18041,2021-2022
-86.072140084,39.5936125280001,378,180189002723,1801890,Ray Crowe Elementary,18,1300 Ray Crowe Way,Greenwood,IN,46143,18,18081,Johnson County,21,39.593605,-86.072135,26900,"Indianapolis-Carmel-Anderson, IN",1,294,"Indianapolis-Carmel-Muncie, IN",N,N,1809,18058,18041,2021-2022
